PrecinctName,HILLARY CLINTON,BERNIE SANDERS,WILLIE L_ WILSON,MARTIN J_ O'MALLEY,LARRY COHEN,ROQUE ROCKY DE LA FUENTE,DAVID FORMHALS,BRIAN O'NEILL w-in,DONALD J_ TRUMP,TED CRUZ,JOHN R_ KASICH,MARCO RUBIO,BEN CARSON,JEB BUSH,RAND PAUL,CHRIS CHRISTIE,MIKE HUCKABEE,CARLY FIORINA,RICK SANTORUM,JOANN BREIVOGEL,Total
York 77,46,88,0,0,0,0,0,0,61,58,41,16,0,1,2,1,0,2,0,0,316
York 76,70,112,0,1,0,0,0,0,80,51,54,17,2,1,0,1,1,0,0,0,390
York 71,36,41,0,0,0,0,0,0,57,36,68,17,1,2,0,0,0,0,0,0,258
York 70,70,86,0,0,0,0,0,0,60,38,76,20,0,0,0,0,1,1,0,0,352
York 73,59,50,0,0,0,0,0,0,63,31,35,13,0,0,0,0,0,0,0,0,251
York 72,67,67,0,0,0,0,0,0,83,57,30,10,0,0,1,0,1,2,0,0,318
Lisle 43,56,57,0,0,0,0,0,0,52,46,94,15,0,1,1,0,0,0,1,0,323
Lisle 42,76,91,1,0,0,0,0,0,55,34,33,18,2,0,0,0,1,0,0,0,311
Lisle 41,71,88,1,0,0,0,0,0,65,38,48,11,3,0,0,0,0,0,1,0,326
Lisle 40,57,88,0,1,0,0,0,0,57,40,50,17,0,0,1,0,0,0,0,0,311
Lisle 47,81,115,0,0,0,0,0,0,52,56,105,26,2,0,0,0,0,0,0,0,437
Lisle 46,60,78,0,0,0,0,0,0,37,47,62,23,0,2,0,0,0,0,1,0,310
Lisle 45,60,54,0,1,0,0,0,0,25,30,56,15,2,0,0,1,0,0,0,0,244
Lisle 44,62,53,0,0,0,0,0,0,30,68,44,24,2,1,0,0,0,0,0,0,284
Lisle 49,80,80,1,0,0,0,0,0,47,34,19,9,3,1,0,0,1,0,0,0,275
Lisle 48,106,107,0,0,0,0,0,0,71,56,39,11,1,2,0,0,0,0,1,0,394
York 97,78,69,0,0,0,0,0,0,84,41,39,20,0,3,1,1,0,0,0,0,336
York 96,89,146,1,1,0,0,0,0,75,47,50,13,1,1,0,1,0,0,0,0,425
York 95,58,73,0,0,0,0,0,0,34,21,37,10,1,0,0,0,1,0,0,0,235
York 94,49,84,0,0,0,0,0,0,35,10,13,11,0,2,1,0,0,0,0,0,205
York 93,55,34,0,0,1,0,0,0,39,14,15,5,0,0,0,2,0,0,0,0,165
York 92,50,91,0,1,0,0,0,0,42,37,44,18,1,1,0,0,0,0,1,0,286
York 91,36,56,0,0,0,0,0,0,31,24,52,12,3,1,2,0,0,0,0,0,217
York 90,67,79,0,1,0,0,0,0,57,43,33,9,1,1,1,0,0,0,0,0,292
Addison 21,93,67,2,1,1,0,0,0,47,25,13,18,0,4,0,1,0,1,0,0,273
York 99,64,54,0,1,0,0,0,0,45,38,80,21,0,0,0,0,0,0,0,0,303
York 98,52,38,0,0,0,0,0,0,44,32,97,28,1,2,1,1,0,0,0,0,296
Libertyville 171,92,91,0,0,0,0,0,0,83,70,121,61,1,3,1,1,0,0,0,0,524
EL0029,36,67,0,0,0,0,0,0,36,22,18,1,0,1,0,0,1,0,1,0,183
EL0028,73,85,1,1,0,0,0,0,33,15,8,4,6,0,1,0,0,0,1,0,228
