PrecinctName,HILLARY CLINTON,BERNIE SANDERS,WILLIE L_ WILSON,MARTIN J_ O'MALLEY,LARRY COHEN,ROQUE ROCKY DE LA FUENTE,DAVID FORMHALS,BRIAN O'NEILL w-in,DONALD J_ TRUMP,TED CRUZ,JOHN R_ KASICH,MARCO RUBIO,BEN CARSON,JEB BUSH,RAND PAUL,CHRIS CHRISTIE,MIKE HUCKABEE,CARLY FIORINA,RICK SANTORUM,JOANN BREIVOGEL,Total
EL0015,81,101,1,0,0,0,0,0,53,40,34,19,4,0,0,0,0,0,0,0,333
EL0012,60,32,0,0,0,0,0,0,37,17,6,3,2,0,0,0,0,0,0,0,157
EL0013,87,147,0,0,1,0,0,0,26,32,11,11,1,3,0,0,0,1,0,0,320
EL0010,83,100,0,0,0,0,0,0,65,67,49,7,2,0,0,0,0,0,1,0,374
EL0011,75,131,0,0,0,0,0,0,14,15,10,7,1,0,0,1,2,0,0,0,256
Libertyville 170,95,89,0,0,0,0,0,0,82,56,119,37,0,6,0,1,0,0,0,0,485
EL0018,79,113,1,0,0,0,0,0,26,14,3,2,0,0,0,0,0,0,0,0,238
EL0019,68,101,0,1,0,1,0,0,18,10,10,3,0,1,1,0,0,0,0,0,214
Grant 128,95,108,0,1,0,1,0,0,124,40,39,14,1,3,0,0,0,0,0,0,426
Grant 129,31,65,0,0,0,0,0,0,123,32,32,13,0,1,0,0,0,0,0,0,297
Algonquin 53,51,101,0,0,0,0,0,0,48,39,27,11,0,1,1,0,0,0,1,0,280
Algonquin 52,78,130,0,0,0,0,0,0,71,68,46,23,1,0,1,1,0,0,1,0,420
Algonquin 55,71,105,0,0,1,0,0,0,105,85,61,33,3,1,1,0,1,0,0,0,467
Algonquin 54,82,90,0,0,1,0,0,0,78,63,58,38,0,2,0,1,2,1,0,0,416
Algonquin 57,111,139,0,0,0,0,0,0,102,65,58,28,3,1,1,1,0,1,0,0,510
Algonquin 56,48,65,0,0,0,0,0,0,48,51,27,12,4,2,0,0,0,0,1,0,258
Algonquin 59,114,146,0,0,0,0,0,0,108,51,48,18,3,3,3,0,0,1,1,0,496
Algonquin 58,78,73,0,0,0,0,0,0,118,65,50,27,0,3,0,0,1,0,0,0,415
Grant 127,60,112,1,0,0,0,0,0,120,38,33,8,0,2,1,0,0,0,0,0,375
VI0001,25,44,0,0,0,0,0,0,58,37,22,7,1,1,2,0,0,0,0,0,197
VI0002,34,61,0,0,0,0,0,0,113,58,60,17,2,2,3,0,1,0,0,0,351
Avon 18,98,125,0,1,0,1,0,0,90,39,26,11,1,2,0,0,0,0,0,0,394
Milton 95,71,41,0,1,0,0,0,0,89,62,118,39,2,2,3,1,0,1,0,0,430
Milton 94,54,95,1,0,0,0,0,0,44,36,46,12,1,1,0,0,0,0,0,0,290
Newport 226,54,63,0,0,0,0,0,0,64,44,32,16,0,2,1,1,1,1,0,0,279
Newport 227,69,78,0,0,0,0,0,0,151,71,52,25,0,2,2,1,0,0,1,0,452
Milton 99,77,58,0,0,0,0,0,0,53,69,63,26,0,0,0,0,0,0,0,0,346
Milton 98,47,77,0,0,0,0,0,0,52,57,42,18,1,3,0,2,0,0,0,0,299
West Deerfield 400,301,162,1,0,0,0,0,0,55,41,94,33,2,0,2,0,0,0,1,0,692
Milton 39,51,68,0,0,0,0,0,0,60,112,92,42,2,3,1,0,0,0,0,0,431
Milton 38,90,124,0,0,0,0,0,0,45,41,45,25,1,2,0,0,0,0,0,0,373
Milton 37,50,61,0,0,0,0,0,0,62,109,72,32,4,1,0,2,1,0,0,0,394
Milton 36,76,98,0,0,0,0,0,0,53,60,46,20,0,0,1,3,0,0,0,0,357
Milton 35,68,84,1,1,1,0,0,0,42,78,48,29,0,1,1,0,1,1,0,0,356
Milton 34,70,121,0,0,0,0,0,0,65,41,51,17,3,2,0,0,0,0,0,0,370
Milton 33,54,76,0,0,0,0,0,0,40,62,51,13,3,2,4,0,0,0,0,0,305
Milton 32,92,63,1,0,1,1,0,0,92,69,141,45,0,11,3,0,1,1,2,0,523
Milton 31,36,44,0,1,0,0,0,0,46,49,26,15,0,3,0,0,0,1,0,0,221
Milton 30,48,55,0,0,0,0,0,0,40,51,63,13,2,0,0,0,0,0,0,0,272
Naperville 12,48,60,0,0,1,0,0,0,62,35,50,13,0,0,0,0,1,0,0,0,270
Naperville 13,62,90,0,0,0,1,0,0,51,40,83,11,1,0,0,0,1,0,0,0,340
Naperville 10,75,94,0,0,0,0,0,0,75,73,116,35,0,1,0,2,0,0,0,0,471
Naperville 11,70,99,0,1,0,0,0,0,67,56,87,28,0,1,0,1,0,0,0,0,410
Naperville 16,80,59,0,0,0,0,0,0,66,45,77,20,1,0,0,0,0,0,0,0,348
Naperville 17,163,116,0,2,1,0,0,0,73,62,53,30,1,7,1,0,1,0,0,0,510
Naperville 14,61,98,0,0,0,0,0,0,26,28,43,17,2,0,0,0,1,0,0,0,276
Naperville 15,84,69,0,0,0,0,0,0,43,29,30,12,3,4,1,0,0,0,0,0,275
Naperville 18,54,79,0,0,0,0,0,0,42,58,32,20,1,0,1,1,0,1,0,0,289
Naperville 19,90,83,0,1,0,0,0,0,49,74,82,29,1,3,0,0,1,0,0,0,413
Downers Grove 2,80,90,0,0,0,0,0,0,45,39,108,18,0,0,0,0,0,0,0,0,380
Downers Grove 3,102,88,0,1,0,0,0,0,70,43,74,23,1,0,0,0,0,0,0,0,402
Downers Grove 1,58,21,0,1,0,0,0,0,50,48,123,23,1,1,0,0,1,0,0,0,327
Downers Grove 6,60,44,0,1,0,0,0,0,56,40,108,19,0,1,1,2,0,0,0,0,332
Downers Grove 7,79,52,0,1,0,0,0,0,86,43,149,34,0,3,0,1,0,0,0,0,448
Downers Grove 4,60,38,0,0,0,0,0,0,85,69,147,31,2,1,1,0,0,0,0,0,434
Downers Grove 5,68,63,0,0,0,0,0,0,120,51,74,13,0,0,0,1,0,0,0,0,390
Downers Grove 8,89,94,0,1,0,0,0,0,44,60,96,21,1,1,1,0,0,1,0,0,409
Downers Grove 9,93,67,0,1,0,0,0,0,41,38,58,13,0,0,1,1,0,0,1,0,314
Addison 26,98,92,1,0,0,0,0,0,101,32,21,9,1,2,0,0,0,0,0,0,357
Addison 27,82,50,0,0,0,0,0,0,36,13,9,4,1,0,1,0,1,0,0,0,197
BA0010,87,89,0,2,0,0,0,0,137,119,144,48,2,1,5,0,0,0,0,0,634
BA0011,79,124,0,0,0,0,0,0,91,60,48,28,1,1,3,0,0,0,1,0,436
BA0016,107,118,0,0,0,0,0,0,99,128,134,51,3,0,1,2,0,0,0,0,643
Addison 23,64,81,0,0,0,0,0,0,78,43,37,21,1,0,1,0,0,0,0,0,326
Addison 20,81,101,0,0,0,0,0,0,59,25,32,15,0,2,0,0,0,0,0,0,315
BA0015,56,136,0,0,0,0,0,0,66,59,59,24,1,5,0,0,0,2,0,0,408
BA0018,61,88,0,1,0,0,0,0,55,73,62,30,0,3,1,0,0,0,0,0,374
BA0019,122,196,1,0,0,0,0,0,117,154,124,55,1,0,2,1,0,0,1,0,774
Addison 28,53,60,0,0,0,0,0,0,41,23,25,13,0,1,0,0,0,0,1,0,217
Addison 29,67,63,0,0,0,0,0,0,84,28,23,18,1,0,0,2,0,0,0,0,286
Libertyville 191,113,52,0,0,1,0,0,0,63,65,63,14,0,0,0,1,0,0,0,0,372
Libertyville 190,150,190,0,1,0,0,0,0,50,64,71,36,0,1,1,0,0,1,0,0,565
Libertyville 193,54,51,0,0,0,0,0,0,68,31,84,14,1,1,0,0,2,0,1,0,307
Libertyville 192,138,91,1,0,0,0,0,0,73,48,59,24,0,1,1,0,0,0,1,0,437
Libertyville 195,128,133,0,0,0,0,0,0,32,28,24,10,2,1,0,0,0,0,0,0,358
Libertyville 194,94,53,0,0,1,0,0,0,67,68,84,25,0,8,3,2,0,1,2,0,408
Libertyville 197,116,120,0,0,0,0,0,0,47,48,39,14,0,0,0,0,0,0,0,0,384
Libertyville 196,50,44,0,0,0,0,0,0,39,25,43,13,1,0,0,0,0,0,0,0,215
Libertyville 199,83,77,0,0,0,0,0,0,40,39,31,10,0,1,1,0,0,0,0,0,282
Libertyville 198,84,116,0,1,0,0,0,0,33,44,23,3,1,1,0,1,0,0,0,0,307
Bloomingdale 68,70,78,0,0,0,0,0,0,47,22,29,19,0,1,0,0,0,0,0,0,266
Bloomingdale 69,144,157,0,1,0,0,0,0,31,19,9,3,2,1,1,0,0,0,0,0,368
Bloomingdale 60,74,94,0,0,1,0,0,0,64,36,25,12,2,1,0,0,0,0,0,0,309
Bloomingdale 61,33,59,0,0,0,0,0,0,52,37,39,14,2,1,0,0,0,0,0,0,237
Bloomingdale 62,66,69,0,0,0,0,0,0,69,44,25,11,0,1,1,1,0,1,0,0,288
Bloomingdale 63,81,66,0,1,0,0,0,0,32,26,15,5,0,1,0,1,0,0,0,0,228
Bloomingdale 64,65,88,0,0,0,0,0,0,39,17,13,7,0,2,0,0,0,0,0,0,231
Bloomingdale 65,61,69,0,0,0,0,0,0,91,30,34,9,0,1,0,1,0,0,0,0,296
Bloomingdale 66,44,51,0,0,0,0,0,0,63,36,44,12,1,1,0,1,0,0,1,0,254
Bloomingdale 67,88,121,0,0,1,0,0,0,76,33,18,15,0,0,0,0,0,0,0,0,352
York 19,50,42,0,0,0,0,0,0,44,23,27,7,0,3,0,1,0,1,0,0,198
York 18,73,96,0,0,0,0,0,0,54,38,51,15,2,0,0,0,0,0,1,0,330
York 17,57,58,0,0,0,0,0,0,51,37,49,17,0,0,0,0,0,0,0,0,269
York 16,70,80,0,0,0,0,0,0,63,33,47,21,1,0,0,0,0,0,0,0,315
York 15,91,72,0,0,0,0,0,0,41,24,74,15,0,3,0,1,0,0,0,0,321
York 14,59,63,0,0,0,0,0,0,35,44,18,15,1,0,0,0,0,0,0,0,235
York 13,37,70,0,0,0,0,0,0,55,39,30,12,1,0,0,1,1,0,0,0,246
York 12,63,85,0,0,0,0,0,0,69,53,49,19,1,0,0,2,0,0,0,0,341
York 11,87,149,0,3,0,0,0,0,64,35,25,12,3,2,2,0,0,0,0,0,382
York 10,73,137,0,0,0,0,0,0,51,61,58,19,1,1,1,0,0,0,0,0,402
York 126,68,67,0,0,0,0,0,0,70,37,32,5,1,0,0,0,0,0,0,0,280
York 127,38,49,0,0,0,0,0,0,47,31,43,22,1,0,0,0,1,0,0,0,232
York 124,42,8,0,0,0,0,0,0,75,32,56,20,1,2,1,2,0,0,0,0,239
York 125,47,57,0,0,0,0,0,0,74,40,37,17,0,1,1,0,0,1,0,0,275
York 122,61,34,0,0,0,0,0,0,79,31,38,11,1,0,2,0,0,0,0,0,257
York 123,47,92,0,0,0,0,0,0,47,35,36,16,0,0,0,1,2,0,0,0,276
York 120,64,36,0,0,0,0,0,0,60,29,75,22,0,0,0,1,0,0,0,0,287
York 121,143,77,1,0,0,0,0,0,94,51,76,26,2,1,1,2,2,0,0,0,476
York 128,126,34,0,0,0,0,0,0,29,55,81,31,1,9,0,4,1,0,0,0,371
York 129,56,48,0,0,1,1,0,0,26,20,29,18,1,5,0,0,2,0,0,0,207
7600011,130,157,1,0,0,0,0,0,70,34,9,18,1,2,1,1,1,0,0,0,425
7600010,74,114,0,0,0,0,0,0,32,31,22,10,4,4,0,0,0,0,0,0,291
7600013,83,94,1,0,0,0,0,0,63,26,16,16,1,2,0,0,0,0,0,0,302
7600012,102,137,2,0,0,0,0,0,38,19,8,5,1,1,0,0,0,0,0,0,313
7600015,118,148,1,1,0,0,0,0,44,21,9,11,0,4,1,0,0,0,1,0,359
7600014,150,150,2,0,0,0,0,0,85,62,29,28,1,0,0,1,0,0,0,0,508
7600017,97,96,1,0,0,0,0,0,61,29,17,5,0,0,1,0,0,0,0,0,307
7600016,132,116,0,0,0,0,0,0,132,52,54,25,2,0,0,2,0,0,0,0,515
7600019,102,77,0,0,1,0,0,0,87,54,33,13,1,2,1,1,0,0,0,0,372
7600018,125,136,0,0,0,0,0,0,58,25,14,14,0,1,0,0,0,0,0,0,373
Lisle 114,51,60,0,0,0,0,0,0,30,22,16,10,0,0,0,0,0,0,0,0,189
Lisle 112,77,125,0,0,0,1,0,0,38,41,46,11,1,0,0,2,0,0,0,0,342
Lisle 111,99,122,0,0,0,0,0,0,66,41,53,18,1,4,0,0,0,0,0,0,404
Wayne 19,77,72,0,0,0,0,0,0,41,29,9,7,0,0,0,0,0,0,0,0,235
Wayne 18,99,97,1,0,0,0,0,0,89,65,41,18,0,1,0,0,0,0,0,0,411
Avon 49,92,136,0,1,0,0,0,0,80,70,69,26,2,2,0,0,0,0,0,0,478
EL0004,105,133,0,0,1,0,0,0,28,37,18,7,0,1,1,0,1,1,0,0,333
EL0007,73,69,0,0,0,0,0,0,69,87,74,22,0,3,0,1,1,0,0,0,399
EL0006,80,128,2,0,1,1,0,0,30,17,6,13,0,1,0,0,0,0,0,0,279
EL0001,52,98,0,0,0,0,0,0,28,37,23,12,0,1,2,0,0,1,0,0,254
EL0003,55,79,0,0,0,0,0,0,27,21,13,6,0,0,0,1,0,0,0,0,202
EL0002,76,101,2,0,0,0,0,0,32,24,19,10,2,3,1,1,0,0,2,0,273
Avon 41,124,177,1,0,0,0,0,0,95,85,50,33,2,1,0,0,1,0,1,0,570
Avon 40,70,65,0,0,0,0,0,0,22,32,8,10,2,1,1,1,0,0,0,0,212
Avon 43,80,145,0,2,0,0,0,0,64,53,41,25,1,3,0,1,0,2,1,0,418
Avon 42,86,141,0,0,0,0,0,0,91,83,99,27,0,1,2,0,1,0,0,0,531
Avon 45,76,128,0,1,0,0,0,0,57,43,40,12,0,0,0,0,0,1,0,0,358
Wayne 17,67,80,1,0,0,0,0,0,52,41,41,11,1,1,0,0,0,1,0,0,296
Avon 47,95,127,0,0,0,0,0,0,58,54,44,27,1,0,3,0,0,0,0,0,409
Avon 46,100,126,0,1,0,0,0,0,47,44,31,19,1,0,2,0,0,0,2,0,373
Lisle 94,47,26,0,0,0,0,0,0,48,40,47,17,0,0,1,1,0,0,1,0,228
Addison 58,24,48,0,0,0,0,0,0,66,27,24,13,0,0,1,0,0,1,0,0,204
Lisle 95,50,56,0,0,0,0,0,0,53,42,92,17,2,0,1,1,1,0,0,0,315
HA0003,66,143,0,1,0,0,0,0,171,119,81,21,4,1,2,2,0,0,0,0,611
HA0002,132,162,1,0,0,0,0,0,217,149,85,40,1,0,1,0,0,1,2,0,791
Milton 41,51,103,0,0,0,0,0,0,47,43,45,15,2,2,0,0,2,0,0,0,310
Lisle 97,46,53,0,0,0,0,0,0,23,14,7,10,0,1,0,1,0,0,0,0,155
Lisle 90,59,47,0,0,0,0,0,0,54,66,103,24,0,0,0,1,0,0,0,0,354
Lisle 91,84,104,0,0,0,0,1,0,66,62,77,26,1,0,1,0,3,0,0,0,425
Lisle 92,31,56,0,0,0,0,0,0,19,17,23,6,1,0,1,0,0,0,0,0,154
Lisle 93,122,107,0,0,0,0,0,0,59,45,35,18,2,3,0,0,0,0,0,0,391
RU0005,118,184,0,1,0,0,0,0,121,105,59,35,2,3,1,0,0,0,0,0,629
RU0004,167,80,0,1,0,0,0,0,215,124,151,35,3,4,1,1,0,1,0,0,783
RU0007,113,55,0,0,0,0,0,0,113,83,87,26,0,3,0,0,0,0,0,0,480
RU0006,42,55,0,0,0,0,0,0,84,61,45,17,1,1,0,0,0,0,0,0,306
RU0001,94,160,0,0,0,0,0,0,187,121,73,29,4,1,0,0,0,0,1,0,670
RU0003,58,40,0,1,1,0,0,0,90,56,41,19,1,1,0,0,0,0,0,0,308
RU0002,306,446,1,1,1,1,0,0,373,210,152,80,8,2,2,1,0,1,2,0,1587
Waukegan 360,168,152,0,0,1,0,0,0,20,27,14,9,1,2,0,0,0,0,0,0,394
Waukegan 361,180,164,1,1,0,0,0,0,26,11,8,5,0,1,1,0,0,0,0,0,398
Waukegan 362,116,95,2,0,0,0,0,0,24,13,8,9,0,0,0,0,0,0,0,0,267
Waukegan 363,215,154,0,0,0,0,0,0,30,26,9,13,1,2,0,0,1,0,0,0,451
RU0009,97,49,0,0,1,0,0,0,125,71,103,26,2,4,0,0,0,0,1,0,479
RU0008,13,24,0,0,0,0,0,0,33,35,7,6,0,2,0,0,0,0,0,0,120
Waukegan 366,142,159,1,0,0,0,0,0,26,15,5,7,0,2,0,0,0,0,0,0,357
Waukegan 367,130,114,0,1,1,3,0,0,26,19,4,4,0,0,0,0,0,2,0,0,304
West Deerfield 388,73,68,0,1,0,0,0,0,58,56,55,25,2,1,0,0,2,1,1,0,343
West Deerfield 389,282,123,0,0,0,0,0,0,64,36,85,37,0,1,0,0,0,0,1,0,629
West Deerfield 384,65,53,0,0,0,0,0,0,104,53,143,41,1,2,0,3,0,0,0,0,465
West Deerfield 385,90,32,0,0,0,0,0,0,81,44,97,22,0,2,1,0,0,0,0,0,369
West Deerfield 386,52,49,0,0,0,0,0,0,79,42,81,23,0,1,1,0,0,0,0,0,328
West Deerfield 387,302,124,0,0,3,0,0,0,91,24,80,22,0,2,0,0,0,0,0,0,648
West Deerfield 380,74,42,0,0,0,0,0,0,93,53,103,30,0,2,0,0,1,0,0,0,398
West Deerfield 381,69,45,0,0,0,0,0,0,57,33,90,32,0,1,0,0,0,1,0,0,328
West Deerfield 382,74,25,2,1,0,0,0,0,98,41,110,24,0,1,0,0,0,1,0,0,377
West Deerfield 383,90,47,0,0,0,0,0,0,63,59,104,18,2,0,0,0,1,0,1,0,385
Milton 20,89,85,0,0,1,0,0,0,61,80,107,62,2,2,1,2,0,0,0,0,492
Milton 21,63,61,1,0,0,0,0,0,31,33,45,14,0,1,0,0,1,0,0,0,250
Milton 22,51,58,0,1,0,0,0,0,57,63,45,24,0,2,1,3,0,1,0,0,306
Milton 23,62,85,0,0,1,0,0,0,56,84,83,42,0,0,1,0,0,1,0,0,415
Milton 24,62,98,1,0,1,0,0,0,24,56,39,20,1,1,0,1,0,0,0,0,304
Milton 25,53,47,0,0,0,0,0,0,67,76,118,53,1,2,0,0,0,1,1,0,419
Milton 26,87,95,0,0,0,0,0,0,81,32,42,12,3,0,1,0,0,1,0,0,354
Milton 27,75,78,0,0,0,0,0,0,42,41,71,26,1,1,2,0,0,0,0,0,337
Milton 28,55,78,0,0,0,0,0,0,38,121,93,49,4,0,1,1,0,0,1,0,441
Milton 29,58,48,0,1,0,0,0,0,49,46,42,11,1,1,1,0,0,0,0,0,258
Naperville 29,111,120,0,0,0,0,0,0,67,56,87,27,0,0,1,1,1,0,0,0,471
Naperville 28,76,72,0,0,0,0,0,0,59,40,103,24,0,1,0,0,0,0,0,0,375
Naperville 27,93,158,0,0,0,0,0,0,33,24,13,7,1,2,1,0,0,0,1,0,333
Naperville 26,90,108,0,0,0,0,0,0,44,91,115,33,2,2,2,1,0,0,0,0,488
Naperville 25,77,111,0,0,1,0,0,0,42,28,20,11,2,1,0,0,0,0,0,0,293
Naperville 24,70,130,0,0,0,0,0,0,36,41,29,22,2,2,0,0,0,1,0,0,333
Naperville 23,66,113,0,0,0,0,0,0,44,44,24,20,0,1,0,0,0,0,0,0,312
Naperville 22,109,92,0,1,0,0,0,0,66,48,76,22,0,1,0,1,0,0,0,0,416
Naperville 21,70,86,0,0,0,1,0,0,33,23,34,18,1,0,0,0,0,0,0,0,266
Naperville 20,126,131,0,1,0,0,0,0,56,61,43,17,0,2,0,0,0,1,0,0,438
Downers Grove 109,84,71,2,0,0,1,0,0,88,73,98,27,3,13,0,3,0,0,0,0,463
Downers Grove 108,124,95,0,0,0,0,0,0,78,56,64,20,3,0,0,0,0,0,1,0,441
Downers Grove 105,122,114,0,0,0,0,0,0,58,47,42,11,0,0,0,0,0,0,0,0,394
Downers Grove 104,126,124,1,0,1,0,0,0,68,47,46,35,2,0,0,0,0,0,1,0,451
Downers Grove 107,40,53,0,0,0,0,0,0,63,33,35,9,1,1,0,2,0,0,0,0,237
Downers Grove 106,61,74,0,0,0,0,0,0,82,50,50,10,1,1,1,0,0,0,0,0,330
Downers Grove 101,64,96,0,0,0,0,0,0,101,38,34,11,3,0,0,1,0,0,0,0,348
Downers Grove 100,95,91,0,1,0,0,0,0,77,31,53,16,0,0,0,0,0,0,1,0,365
Downers Grove 103,52,50,1,0,1,0,0,0,54,28,34,23,0,1,0,0,0,0,0,0,244
Downers Grove 102,41,67,0,0,0,0,0,0,71,46,36,16,1,0,0,0,0,0,0,0,278
KA0001,36,70,0,2,0,0,0,0,127,98,58,15,3,4,1,1,0,1,0,0,416
BA0001,60,128,1,0,0,0,0,0,47,46,40,26,2,1,0,1,0,0,0,0,352
Addison 34,62,88,0,0,0,0,0,0,58,21,11,10,0,0,1,0,0,0,0,0,251
BA0003,88,125,0,0,0,0,0,0,73,91,64,16,2,1,0,0,0,0,0,0,460
BA0002,67,136,0,0,0,0,0,0,58,39,55,19,0,1,4,0,0,0,0,0,379
BA0005,62,164,1,0,0,0,0,0,47,52,43,23,1,1,1,1,0,1,0,0,397
BA0004,59,122,0,1,0,0,0,0,48,54,33,17,1,0,1,0,0,0,0,0,336
Addison 33,119,118,0,0,0,1,0,0,57,29,14,7,2,0,0,1,0,0,0,0,348
BA0006,116,159,1,1,1,1,0,0,79,89,81,45,3,1,3,1,1,0,1,0,583
BA0009,71,139,0,0,0,0,0,0,35,33,40,13,1,1,0,0,0,0,0,0,333
BA0008,82,172,0,0,0,0,0,0,65,64,80,34,1,2,1,0,0,0,0,0,501
Addison 39,55,71,0,0,0,0,0,0,57,65,41,16,0,0,0,0,0,0,0,0,305
Addison 38,57,70,0,0,0,0,0,0,75,28,31,13,0,0,0,0,1,0,0,0,275
SG0001,38,71,0,1,0,0,0,0,74,53,34,19,0,1,0,0,0,1,0,0,292
SG0002,178,263,1,0,0,0,0,0,228,174,81,56,9,2,4,0,1,0,0,0,997
SG0003,65,60,0,0,0,0,0,0,89,101,84,29,0,3,4,0,0,1,0,0,436
SG0004,74,77,0,0,0,0,0,0,141,116,139,45,4,1,1,1,1,1,0,0,601
SG0005,131,239,0,0,0,0,0,0,204,172,79,40,6,1,1,0,1,0,0,0,874
Benton 63,81,80,0,0,0,0,0,0,64,26,13,15,0,0,1,0,1,0,0,0,281
Benton 62,58,47,0,0,0,0,0,0,48,31,18,18,0,2,1,0,0,1,0,0,224
Bloomingdale 55,69,96,0,0,0,0,0,0,92,49,38,17,2,2,0,0,0,1,1,0,367
Bloomingdale 54,46,45,0,0,0,0,0,0,52,12,19,11,0,0,0,0,0,0,0,0,185
Bloomingdale 57,58,93,0,1,0,0,0,0,24,15,7,5,0,2,0,0,0,0,0,0,205
Bloomingdale 56,71,56,0,0,0,0,0,0,59,19,47,12,0,2,0,0,0,0,0,0,266
Bloomingdale 51,41,40,0,0,0,1,0,0,24,25,23,6,0,0,0,0,0,0,0,0,160
Bloomingdale 50,105,104,0,1,0,0,0,0,47,24,11,14,0,0,0,0,1,1,0,0,308
Bloomingdale 53,80,82,0,0,1,0,0,0,56,29,18,8,0,1,0,0,0,0,0,0,275
Bloomingdale 52,119,104,0,0,1,1,0,0,43,30,16,11,1,1,0,0,1,0,1,0,329
Bloomingdale 59,53,56,0,0,0,0,0,0,41,30,32,16,0,0,0,0,0,0,0,0,228
Bloomingdale 58,69,113,0,1,0,0,0,0,85,67,40,14,2,0,0,2,0,1,1,0,395
Downers Grove 58,78,66,0,0,0,0,0,0,52,30,30,18,0,2,1,1,0,0,0,0,278
Downers Grove 59,67,53,0,0,0,0,0,0,94,43,60,13,0,0,2,1,0,0,0,0,333
York 131,25,30,0,0,0,0,0,0,13,14,11,11,2,0,0,0,0,0,0,0,106
York 130,45,56,0,0,0,0,0,0,74,29,60,5,1,0,0,0,0,0,0,0,270
Downers Grove 52,61,96,0,0,0,0,0,0,58,45,67,22,1,0,0,0,0,0,0,0,350
Downers Grove 53,97,102,0,0,0,0,0,0,62,43,106,28,2,4,1,2,0,0,1,0,448
Downers Grove 54,99,94,0,1,0,0,0,0,96,71,90,23,0,2,0,0,1,0,0,0,477
Downers Grove 55,67,36,0,0,0,0,0,0,46,48,97,22,1,0,0,2,0,1,1,0,321
Downers Grove 56,63,53,0,1,0,0,0,0,55,22,27,6,0,0,0,0,0,0,1,0,228
Downers Grove 57,81,73,0,0,0,0,0,0,59,46,36,11,0,3,3,0,0,0,0,0,312
7600008,109,89,0,0,0,0,0,0,84,48,25,29,1,1,2,0,0,0,0,0,388
7600009,122,101,0,2,0,1,0,0,75,50,83,29,0,3,0,1,1,0,0,0,468
7600006,107,131,0,2,0,0,0,0,79,22,25,16,2,2,3,0,0,0,0,0,389
7600007,114,141,0,0,0,0,0,0,69,39,31,15,1,0,1,1,0,0,0,0,412
7600004,134,137,0,1,1,0,0,0,79,55,27,21,0,1,0,0,0,0,0,0,456
7600005,123,146,1,0,1,0,0,0,85,37,20,11,3,0,0,1,0,0,0,0,428
7600002,140,154,0,0,0,1,0,0,106,40,26,17,1,1,1,0,0,1,0,0,488
7600003,63,72,1,0,0,0,0,0,33,28,1,2,0,2,0,0,0,0,0,0,202
7600001,186,127,0,0,0,0,0,0,111,45,40,23,3,2,1,1,0,1,0,0,540
Avon 50,120,175,0,0,0,0,0,0,58,48,73,22,0,1,0,0,0,0,0,0,497
EL0030,28,40,0,0,0,0,0,0,20,132,19,25,1,1,0,0,1,0,0,0,267
EL0031,49,73,0,1,0,1,0,0,19,28,13,8,0,0,0,0,1,0,0,0,193
EL0032,42,66,0,0,0,1,0,0,21,16,10,1,0,0,0,0,0,0,0,0,157
EL0033,40,42,0,0,1,0,0,0,2,8,3,1,0,1,1,0,0,0,0,0,99
EL0034,31,75,0,0,0,0,0,0,21,17,11,9,0,0,0,0,0,0,1,0,165
EL0035,59,76,0,0,0,0,0,0,37,19,25,7,1,1,0,0,0,0,0,0,225
EL0036,85,128,0,1,1,0,0,0,74,45,38,21,1,1,2,0,0,1,0,0,398
EL0037,81,91,1,0,0,0,0,0,36,33,23,10,3,1,0,1,0,0,0,0,280
EL0038,49,71,0,0,0,0,0,0,56,47,33,16,1,1,1,0,1,0,0,0,276
EL0039,51,62,0,0,0,0,0,0,67,35,34,11,1,2,0,1,2,1,0,0,267
Lisle 98,117,82,0,0,0,0,0,0,56,50,52,27,0,0,2,1,0,0,0,0,387
Waukegan 379,193,80,3,0,0,0,0,0,7,2,0,5,0,0,0,0,0,0,0,0,290
Waukegan 378,175,82,2,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,267
PL0002,150,140,0,0,0,0,0,0,245,162,143,59,4,3,0,2,1,1,0,0,910
PL0003,60,83,0,1,0,0,0,0,108,77,72,24,2,1,1,0,1,0,0,0,430
PL0001,83,105,0,0,0,0,0,0,149,110,80,44,2,0,1,0,1,0,0,0,575
Grant 142,147,152,0,0,0,0,0,0,96,78,39,21,1,5,0,0,0,1,2,0,542
Grant 140,82,95,0,0,0,0,0,0,83,45,22,10,1,1,0,0,1,0,0,0,340
Grant 141,87,130,0,0,0,0,0,0,99,63,27,26,1,1,0,0,0,0,1,0,435
Warren 326,140,123,0,0,0,0,0,0,34,30,4,6,0,0,2,0,1,0,0,0,340
Warren 327,129,106,1,0,0,1,0,0,32,9,7,5,1,0,0,0,0,0,0,0,291
Warren 324,151,176,0,0,0,0,0,0,69,70,62,19,2,1,1,1,0,1,0,0,553
Warren 325,152,122,1,1,0,0,0,0,52,33,24,23,0,1,1,2,1,0,0,0,413
Warren 322,106,101,0,0,0,0,0,0,61,74,95,30,0,1,0,1,0,0,0,0,469
Warren 323,33,18,0,0,0,0,0,0,36,42,44,16,0,2,2,0,0,0,0,0,193
Warren 320,144,148,0,0,0,1,0,0,97,68,71,24,0,0,0,0,0,0,0,0,553
Warren 321,116,129,1,1,0,0,0,0,78,50,47,17,4,1,0,1,1,0,0,0,446
